sample,total_count,population,count,percentage
sample07758,105030,cd8_t_cell,27882,26.5467
sample07758,105030,monocyte,23043,21.9394
sample07758,105030,nk_cell,14469,13.7761
sample07759,98706,b_cell,7202,7.2964
sample07759,98706,cd4_t_cell,31432,31.8441
sample07759,98706,cd8_t_cell,23107,23.4099
sample07759,98706,monocyte,22380,22.6734
sample07759,98706,nk_cell,14585,14.7762
sample07760,109164,b_cell,8478,7.7663
sample07760,109164,cd4_t_cell,30687,28.1109
sample07760,109164,cd8_t_cell,28056,25.7008
sample07760,109164,monocyte,24552,22.4909
sample07760,109164,nk_cell,17391,15.9311
sample07761,95689,b_cell,7773,8.1232
sample07761,95689,cd4_t_cell,29922,31.2701
sample07761,95689,cd8_t_cell,20518,21.4424
sample07761,95689,monocyte,21034,21.9816
sample07761,95689,nk_cell,16442,17.1827
sample07762,98342,b_cell,4341,4.4142
sample07762,98342,cd4_t_cell,26758,27.2091
sample07762,98342,cd8_t_cell,28345,28.8229
sample07762,98342,monocyte,24039,24.4443
sample07762,98342,nk_cell,14859,15.1095
sample07763,99029,b_cell,9501,9.5942
sample07763,99029,cd4_t_cell,36474,36.8316
sample07763,99029,cd8_t_cell,25017,25.2623
sample07763,99029,monocyte,14932,15.0784
sample07763,99029,nk_cell,13105,13.2335
sample07764,90188,b_cell,6468,7.1717
sample07764,90188,cd4_t_cell,20829,23.0951
sample07764,90188,cd8_t_cell,22984,25.4845
sample07764,90188,monocyte,25035,27.7587
sample07764,90188,nk_cell,14872,16.49
sample07765,98597,b_cell,15268,15.4853
sample07765,98597,cd4_t_cell,32475,32.9371
sample07765,98597,cd8_t_cell,23614,23.95
sample07765,98597,monocyte,16918,17.1587
sample07765,98597,nk_cell,10322,10.4689
sample07766,101404,b_cell,9054,8.9286
sample07766,101404,cd4_t_cell,29518,29.1093
sample07766,101404,cd8_t_cell,28480,28.0857
sample07766,101404,monocyte,18180,17.9283
sample07766,101404,nk_cell,16172,15.9481
sample07767,94875,b_cell,8916,9.3976
sample07767,94875,cd4_t_cell,32587,34.3473
sample07767,94875,cd8_t_cell,26934,28.3889
sample07767,94875,monocyte,17608,18.5592
sample07767,94875,nk_cell,8830,9.307
sample07768,106320,b_cell,4360,4.1008
sample07768,106320,cd4_t_cell,30160,28.3672
sample07768,106320,cd8_t_cell,21585,20.3019
sample07768,106320,monocyte,30066,28.2788
sample07768,106320,nk_cell,20149,18.9513
sample07769,101225,b_cell,14023,13.8533
sample07769,101225,cd4_t_cell,31938,31.5515
sample07769,101225,cd8_t_cell,18430,18.207
sample07769,101225,monocyte,28802,28.4534
sample07769,101225,nk_cell,8032,7.9348
sample07770,92370,b_cell,14831,16.0561
sample07770,92370,cd4_t_cell,22613,24.4809
sample07770,92370,cd8_t_cell,22923,24.8165
sample07770,92370,monocyte,16938,18.3371
sample07770,92370,nk_cell,15065,16.3094
sample07771,96956,b_cell,11610,11.9745
sample07771,96956,cd4_t_cell,21981,22.6711
sample07771,96956,cd8_t_cell,28259,29.1462
sample07771,96956,monocyte,20585,21.2313
sample07771,96956,nk_cell,14521,14.9769
sample07772,106917,b_cell,12821,11.9915
sample07772,106917,cd4_t_cell,32122,30.0439
sample07772,106917,cd8_t_cell,20925,19.5713
sample07772,106917,monocyte,23248,21.744
sample07772,106917,nk_cell,17801,16.6494
sample07773,108168,b_cell,9158,8.4665
sample07773,108168,cd4_t_cell,22458,20.7621
sample07773,108168,cd8_t_cell,40192,37.157
sample07773,108168,monocyte,14823,13.7037
sample07773,108168,nk_cell,21537,19.9107
sample07774,110897,b_cell,11018,9.9353
sample07774,110897,cd4_t_cell,40194,36.2444
sample07774,110897,cd8_t_cell,20225,18.2376
sample07774,110897,monocyte,15374,13.8633
sample07774,110897,nk_cell,24086,21.7193
sample07775,95186,b_cell,8363,8.786
sample07775,95186,cd4_t_cell,30812,32.3703
sample07775,95186,cd8_t_cell,22000,23.1126
sample07775,95186,monocyte,24256,25.4827
sample07775,95186,nk_cell,9755,10.2484
sample07776,100665,b_cell,6145,6.1044
sample07776,100665,cd4_t_cell,25107,24.9411
sample07776,100665,cd8_t_cell,34652,34.4231
sample07776,100665,monocyte,20778,20.6407
sample07776,100665,nk_cell,13983,13.8906
sample07777,107477,b_cell,13118,12.2054
sample07777,107477,cd4_t_cell,27384,25.4789
sample07777,107477,cd8_t_cell,31493,29.3021
sample07777,107477,monocyte,19109,17.7796
sample07777,107477,nk_cell,16373,15.234
sample07778,102368,b_cell,8941,8.7342
sample07778,102368,cd4_t_cell,32658,31.9025
sample07778,102368,cd8_t_cell,28551,27.8906
sample07778,102368,monocyte,19591,19.1378
sample07778,102368,nk_cell,12627,12.3349
sample07779,104256,b_cell,9830,9.4287
sample07779,104256,cd4_t_cell,29017,27.8325
sample07779,104256,cd8_t_cell,29203,28.0109
sample07779,104256,monocyte,23731,22.7622
sample07779,104256,nk_cell,12475,11.9657
sample07780,94075,b_cell,7489,7.9607
sample07780,94075,cd4_t_cell,27363,29.0864
sample07780,94075,cd8_t_cell,25217,26.8052
sample07780,94075,monocyte,18306,19.4589
sample07780,94075,nk_cell,15700,16.6888
sample07781,92409,b_cell,6998,7.5729
sample07781,92409,cd4_t_cell,26770,28.969
sample07781,92409,cd8_t_cell,23415,25.3384
sample07781,92409,monocyte,21488,23.2531
sample07781,92409,nk_cell,13738,14.8665
sample07782,91403,b_cell,5889,6.4429
sample07782,91403,cd4_t_cell,32118,35.1389
sample07782,91403,cd8_t_cell,18489,20.228
sample07782,91403,monocyte,15287,16.7248
sample07782,91403,nk_cell,19620,21.4654
sample07783,97365,b_cell,11706,12.0228
sample07783,97365,cd4_t_cell,33828,34.7435
sample07783,97365,cd8_t_cell,18625,19.1291
sample07783,97365,monocyte,22480,23.0884
sample07783,97365,nk_cell,10726,11.0163
sample07784,103413,b_cell,20725,20.041
sample07784,103413,cd4_t_cell,25163,24.3325
sample07784,103413,cd8_t_cell,23837,23.0503
sample07784,103413,monocyte,19596,18.9493
sample07784,103413,nk_cell,14092,13.6269
sample07785,92828,b_cell,10598,11.4168
sample07785,92828,cd4_t_cell,26726,28.7909
sample07785,92828,cd8_t_cell,27553,29.6818
sample07785,92828,monocyte,16165,17.4139
sample07785,92828,nk_cell,11786,12.6966
sample07786,101867,b_cell,9695,9.5173
sample07786,101867,cd4_t_cell,29784,29.2381
sample07786,101867,cd8_t_cell,24049,23.6082
sample07786,101867,monocyte,22410,21.9993
sample07786,101867,nk_cell,15929,15.6371
sample07787,102890,b_cell,6830,6.6382
sample07787,102890,cd4_t_cell,35516,34.5184
sample07787,102890,cd8_t_cell,22833,22.1917
sample07787,102890,monocyte,26179,25.4437
sample07787,102890,nk_cell,11532,11.2081
sample07788,107058,b_cell,10854,10.1384
sample07788,107058,cd4_t_cell,41685,38.9368
sample07788,107058,cd8_t_cell,20506,19.1541
sample07788,107058,monocyte,21946,20.4992
sample07788,107058,nk_cell,12067,11.2715
sample07789,97900,b_cell,9478,9.6813
sample07789,97900,cd4_t_cell,16266,16.6149
sample07789,97900,cd8_t_cell,33290,34.0041
sample07789,97900,monocyte,29871,30.5117
sample07789,97900,nk_cell,8995,9.1879
sample07790,96389,b_cell,5116,5.3077
sample07790,96389,cd4_t_cell,27653,28.689
sample07790,96389,cd8_t_cell,29328,30.4267
sample07790,96389,monocyte,22624,23.4716
sample07790,96389,nk_cell,11668,12.1051
sample07791,95174,b_cell,7588,7.9728
sample07791,95174,cd4_t_cell,19268,20.245
sample07791,95174,cd8_t_cell,35403,37.1982
sample07791,95174,monocyte,20402,21.4365
sample07791,95174,nk_cell,12513,13.1475
sample07792,90527,b_cell,6923,7.6474
sample07792,90527,cd4_t_cell,30405,33.5867
sample07792,90527,cd8_t_cell,25084,27.7089
sample07792,90527,monocyte,12252,13.5341
sample07792,90527,nk_cell,15863,17.5229
sample07793,102832,b_cell,8438,8.2056
sample07793,102832,cd4_t_cell,32963,32.0552
sample07793,102832,cd8_t_cell,26474,25.7449
sample07793,102832,monocyte,21799,21.1987
sample07793,102832,nk_cell,13158,12.7956
sample07794,99157,b_cell,7797,7.8633
sample07794,99157,cd4_t_cell,34943,35.2401
sample07794,99157,cd8_t_cell,24650,24.8596
sample07794,99157,monocyte,22060,22.2475
sample07794,99157,nk_cell,9707,9.7895
sample07795,107361,b_cell,8111,7.5549
sample07795,107361,cd4_t_cell,45480,42.3618
sample07795,107361,cd8_t_cell,23946,22.3042
sample07795,107361,monocyte,17193,16.0142
sample07795,107361,nk_cell,12631,11.765
sample07796,103394,b_cell,4151,4.0147
sample07796,103394,cd4_t_cell,41887,40.512
sample07796,103394,cd8_t_cell,20580,19.9044
sample07796,103394,monocyte,20262,19.5969
sample07796,103394,nk_cell,16514,15.9719
sample07797,95671,b_cell,10446,10.9187
sample07797,95671,cd4_t_cell,24363,25.4654
sample07797,95671,cd8_t_cell,31425,32.8469
sample07797,95671,monocyte,18318,19.1469
sample07797,95671,nk_cell,11119,11.6221
sample07798,105377,b_cell,7878,7.476
sample07798,105377,cd4_t_cell,35035,33.2473
sample07798,105377,cd8_t_cell,26549,25.1943
sample07798,105377,monocyte,20759,19.6997
sample07798,105377,nk_cell,15156,14.3826
sample07799,91039,b_cell,7176,7.8823
sample07799,91039,cd4_t_cell,24785,27.2246
sample07799,91039,cd8_t_cell,20150,22.1334
sample07799,91039,monocyte,22589,24.8124
sample07799,91039,nk_cell,16339,17.9473
sample07800,105323,b_cell,15262,14.4907
sample07800,105323,cd4_t_cell,35986,34.1673
sample07800,105323,cd8_t_cell,19767,18.768
sample07800,105323,monocyte,14589,13.8517
sample07800,105323,nk_cell,19719,18.7224
sample07801,111051,b_cell,16050,14.4528
sample07801,111051,cd4_t_cell,27426,24.6968
sample07801,111051,cd8_t_cell,27010,24.3222
sample07801,111051,monocyte,24301,21.8827
sample07801,111051,nk_cell,16264,14.6455
sample07802,95342,b_cell,8193,8.5933
sample07802,95342,cd4_t_cell,23871,25.0372
sample07802,95342,cd8_t_cell,27119,28.4439
sample07802,95342,monocyte,20956,21.9798
sample07802,95342,nk_cell,15203,15.9458
sample07803,100962,b_cell,12581,12.4611
sample07803,100962,cd4_t_cell,30238,29.9499
sample07803,100962,cd8_t_cell,17910,17.7393
sample07803,100962,monocyte,21790,21.5824
sample07803,100962,nk_cell,18443,18.2673
sample07804,108016,b_cell,6240,5.7769
sample07804,108016,cd4_t_cell,33426,30.9454
sample07804,108016,cd8_t_cell,32723,30.2946
sample07804,108016,monocyte,23522,21.7764
sample07804,108016,nk_cell,12105,11.2067
sample07805,101531,b_cell,13484,13.2807
sample07805,101531,cd4_t_cell,28076,27.6526
sample07805,101531,cd8_t_cell,32245,31.7588
sample07805,101531,monocyte,18467,18.1885
sample07805,101531,nk_cell,9259,9.1194
sample07806,94271,b_cell,11200,11.8806
sample07806,94271,cd4_t_cell,17205,18.2506
sample07806,94271,cd8_t_cell,31702,33.6286
sample07806,94271,monocyte,19524,20.7105
sample07806,94271,nk_cell,14640,15.5297
sample07807,104479,b_cell,7743,7.4111
sample07807,104479,cd4_t_cell,37321,35.7211
sample07807,104479,cd8_t_cell,20066,19.2058
sample07807,104479,monocyte,25934,24.8222
sample07807,104479,nk_cell,13415,12.8399
sample07808,107186,b_cell,13077,12.2003
sample07808,107186,cd4_t_cell,30064,28.0484
sample07808,107186,cd8_t_cell,31053,28.9711
sample07808,107186,monocyte,24918,23.2474
sample07808,107186,nk_cell,8074,7.5327
sample07809,89140,b_cell,7650,8.582
sample07809,89140,cd4_t_cell,24340,27.3054
sample07809,89140,cd8_t_cell,25092,28.149
sample07809,89140,monocyte,18757,21.0422
sample07809,89140,nk_cell,13301,14.9215
sample07810,104887,b_cell,8130,7.7512
sample07810,104887,cd4_t_cell,24965,23.8018
sample07810,104887,cd8_t_cell,33851,32.2738
sample07810,104887,monocyte,17623,16.8019
sample07810,104887,nk_cell,20318,19.3713
sample07811,103371,b_cell,4479,4.3329
sample07811,103371,cd4_t_cell,37231,36.0169
sample07811,103371,cd8_t_cell,29071,28.123
sample07811,103371,monocyte,17140,16.5811
sample07811,103371,nk_cell,15450,14.9462
sample07812,110811,b_cell,12208,11.017
sample07812,110811,cd4_t_cell,33516,30.2461
sample07812,110811,cd8_t_cell,29580,26.6941
sample07812,110811,monocyte,22040,19.8897
sample07812,110811,nk_cell,13467,12.1531
sample07813,99428,b_cell,10548,10.6087
sample07813,99428,cd4_t_cell,27420,27.5777
sample07813,99428,cd8_t_cell,27147,27.3032
sample07813,99428,monocyte,20915,21.0353
sample07813,99428,nk_cell,13398,13.4751
sample07814,104962,b_cell,15354,14.6282
sample07814,104962,cd4_t_cell,35847,34.1524
sample07814,104962,cd8_t_cell,21788,20.758
sample07814,104962,monocyte,23073,21.9822
sample07814,104962,nk_cell,8900,8.4793
sample07815,93378,b_cell,12720,13.6221
sample07815,93378,cd4_t_cell,28342,30.3519
sample07815,93378,cd8_t_cell,17789,19.0505
sample07815,93378,monocyte,19868,21.277
sample07815,93378,nk_cell,14659,15.6986
sample07816,91370,b_cell,7586,8.3025
sample07816,91370,cd4_t_cell,24353,26.6532
sample07816,91370,cd8_t_cell,25468,27.8735
sample07816,91370,monocyte,23814,26.0633
sample07816,91370,nk_cell,10149,11.1076
sample07817,92347,b_cell,11479,12.4303
sample07817,92347,cd4_t_cell,26418,28.6073
sample07817,92347,cd8_t_cell,24007,25.9965
sample07817,92347,monocyte,9590,10.3847
sample07817,92347,nk_cell,20853,22.5811
sample07818,93245,b_cell,7435,7.9736
sample07818,93245,cd4_t_cell,28592,30.6633
sample07818,93245,cd8_t_cell,24017,25.7569
sample07818,93245,monocyte,15959,17.1151
sample07818,93245,nk_cell,17242,18.4911
sample07819,97331,b_cell,15848,16.2826
sample07819,97331,cd4_t_cell,29196,29.9966
sample07819,97331,cd8_t_cell,21823,22.4214
sample07819,97331,monocyte,17968,18.4607
sample07819,97331,nk_cell,12496,12.8387
sample07820,95441,b_cell,10689,11.1996
sample07820,95441,cd4_t_cell,28263,29.6131
sample07820,95441,cd8_t_cell,21646,22.68
sample07820,95441,monocyte,23369,24.4853
sample07820,95441,nk_cell,11474,12.0221
sample07821,93256,b_cell,8069,8.6525
sample07821,93256,cd4_t_cell,24305,26.0627
sample07821,93256,cd8_t_cell,25732,27.5929
sample07821,93256,monocyte,21860,23.4409
sample07821,93256,nk_cell,13290,14.2511
sample07822,112050,b_cell,14113,12.5953
sample07822,112050,cd4_t_cell,40037,35.7314
sample07822,112050,cd8_t_cell,18522,16.5301
sample07822,112050,monocyte,22787,20.3365
sample07822,112050,nk_cell,16591,14.8068
sample07823,107664,b_cell,9852,9.1507
sample07823,107664,cd4_t_cell,30561,28.3855
sample07823,107664,cd8_t_cell,28046,26.0496
sample07823,107664,monocyte,21979,20.4144
sample07823,107664,nk_cell,17226,15.9998
sample07824,105231,b_cell,11919,11.3265
sample07824,105231,cd4_t_cell,26817,25.4839
sample07824,105231,cd8_t_cell,22840,21.7046
sample07824,105231,monocyte,29096,27.6496
sample07824,105231,nk_cell,14559,13.8353
sample07825,108040,b_cell,9156,8.4746
sample07825,108040,cd4_t_cell,22923,21.2171
sample07825,108040,cd8_t_cell,36149,33.4589
sample07825,108040,monocyte,14056,13.01
sample07825,108040,nk_cell,25756,23.8393
sample07826,95474,b_cell,6700,7.0176
sample07826,95474,cd4_t_cell,33066,34.6335
sample07826,95474,cd8_t_cell,25972,27.2032
sample07826,95474,monocyte,15836,16.5867
sample07826,95474,nk_cell,13900,14.5589
sample07827,106881,b_cell,7014,6.5624
sample07827,106881,cd4_t_cell,27360,25.5986
sample07827,106881,cd8_t_cell,33969,31.7821
sample07827,106881,monocyte,14591,13.6516
sample07827,106881,nk_cell,23947,22.4053
sample07828,94880,b_cell,14204,14.9705
sample07828,94880,cd4_t_cell,30276,31.9098
sample07828,94880,cd8_t_cell,11996,12.6433
sample07828,94880,monocyte,26591,28.0259
sample07828,94880,nk_cell,11813,12.4505
sample07829,92306,b_cell,12648,13.7023
sample07829,92306,cd4_t_cell,23105,25.0309
sample07829,92306,cd8_t_cell,20768,22.4991
sample07829,92306,monocyte,16692,18.0833
sample07829,92306,nk_cell,19093,20.6845
sample07830,96944,b_cell,8351,8.6143
sample07830,96944,cd4_t_cell,29138,30.0565
sample07830,96944,cd8_t_cell,14692,15.1551
sample07830,96944,monocyte,25067,25.8572
sample07830,96944,nk_cell,19696,20.3169
sample07831,109636,b_cell,9790,8.9295
sample07831,109636,cd4_t_cell,36132,32.9563
sample07831,109636,cd8_t_cell,24307,22.1706
sample07831,109636,monocyte,26986,24.6142
sample07831,109636,nk_cell,12421,11.3293
sample07832,99360,b_cell,8315,8.3686
sample07832,99360,cd4_t_cell,38801,39.0509
sample07832,99360,cd8_t_cell,22728,22.8744
sample07832,99360,monocyte,20857,20.9913
sample07832,99360,nk_cell,8659,8.7148
sample07833,111992,b_cell,5221,4.6619
sample07833,111992,cd4_t_cell,27429,24.4919
sample07833,111992,cd8_t_cell,41282,36.8616
sample07833,111992,monocyte,25261,22.5561
sample07833,111992,nk_cell,12799,11.4285
sample07834,101117,b_cell,13726,13.5744
sample07834,101117,cd4_t_cell,30225,29.8911
sample07834,101117,cd8_t_cell,29419,29.094
sample07834,101117,monocyte,9666,9.5592
sample07834,101117,nk_cell,18081,17.8813
sample07835,106507,b_cell,6283,5.8991
sample07835,106507,cd4_t_cell,41153,38.6388
sample07835,106507,cd8_t_cell,16557,15.5455
sample07835,106507,monocyte,21235,19.9377
sample07835,106507,nk_cell,21279,19.979
sample07836,111247,b_cell,10532,9.4672
sample07836,111247,cd4_t_cell,39999,35.9551
sample07836,111247,cd8_t_cell,26863,24.1472
sample07836,111247,monocyte,24907,22.3889
sample07836,111247,nk_cell,8946,8.0416
sample07837,109061,b_cell,10164,9.3196
sample07837,109061,cd4_t_cell,28322,25.969
sample07837,109061,cd8_t_cell,32642,29.93
sample07837,109061,monocyte,20681,18.9628
sample07837,109061,nk_cell,17252,15.8187
sample07838,100157,b_cell,6744,6.7334
sample07838,100157,cd4_t_cell,36651,36.5935
sample07838,100157,cd8_t_cell,20646,20.6136
sample07838,100157,monocyte,23854,23.8166
sample07838,100157,nk_cell,12262,12.2428
sample07839,109941,b_cell,15673,14.2558
sample07839,109941,cd4_t_cell,40927,37.2263
sample07839,109941,cd8_t_cell,20334,18.4954
sample07839,109941,monocyte,19102,17.3748
sample07839,109941,nk_cell,13905,12.6477
sample07840,111182,b_cell,18342,16.4973
sample07840,111182,cd4_t_cell,29624,26.6446
sample07840,111182,cd8_t_cell,29732,26.7417
sample07840,111182,monocyte,16868,15.1715
sample07840,111182,nk_cell,16616,14.9449
sample07841,104101,b_cell,5965,5.73
sample07841,104101,cd4_t_cell,23343,22.4234
sample07841,104101,cd8_t_cell,28523,27.3994
sample07841,104101,monocyte,27098,26.0305
sample07841,104101,nk_cell,19172,18.4167
sample07842,95890,b_cell,10934,11.4026
sample07842,95890,cd4_t_cell,25252,26.3343
sample07842,95890,cd8_t_cell,23254,24.2507
sample07842,95890,monocyte,18014,18.7861
sample07842,95890,nk_cell,18436,19.2262
sample07843,99480,b_cell,7188,7.2256
sample07843,99480,cd4_t_cell,38376,38.5766
sample07843,99480,cd8_t_cell,19580,19.6823
sample07843,99480,monocyte,14656,14.7326
sample07843,99480,nk_cell,19680,19.7829
sample07844,108452,b_cell,12272,11.3156
sample07844,108452,cd4_t_cell,34095,31.4379
sample07844,108452,cd8_t_cell,30602,28.2171
sample07844,108452,monocyte,20625,19.0176
sample07844,108452,nk_cell,10858,10.0118
sample07845,95978,b_cell,6663,6.9422
sample07845,95978,cd4_t_cell,22409,23.3481
sample07845,95978,cd8_t_cell,28753,29.9579
sample07845,95978,monocyte,18611,19.3909
sample07845,95978,nk_cell,19542,20.3609
sample07846,95123,b_cell,13206,13.8831
sample07846,95123,cd4_t_cell,23779,24.9982
sample07846,95123,cd8_t_cell,21761,22.8767
sample07846,95123,monocyte,20740,21.8033
sample07846,95123,nk_cell,15637,16.4387
sample07847,109138,b_cell,7540,6.9087
sample07847,109138,cd4_t_cell,37908,34.734
sample07847,109138,cd8_t_cell,20957,19.2023
sample07847,109138,monocyte,25439,23.309
sample07847,109138,nk_cell,17294,15.846
sample07848,108999,b_cell,10893,9.9937
sample07848,108999,cd4_t_cell,31008,28.448
sample07848,108999,cd8_t_cell,28338,25.9984
sample07848,108999,monocyte,19439,17.8341
sample07848,108999,nk_cell,19321,17.7259
sample07849,92352,b_cell,13853,15.0002
sample07849,92352,cd4_t_cell,35387,38.3175
sample07849,92352,cd8_t_cell,20387,22.0753
sample07849,92352,monocyte,12866,13.9315
sample07849,92352,nk_cell,9859,10.6755
sample07850,101898,b_cell,14954,14.6755
sample07850,101898,cd4_t_cell,26625,26.1291
sample07850,101898,cd8_t_cell,19003,18.649
sample07850,101898,monocyte,26558,26.0633
sample07850,101898,nk_cell,14758,14.4831
sample07851,102095,b_cell,9671,9.4726
sample07851,102095,cd4_t_cell,23213,22.7367
sample07851,102095,cd8_t_cell,29731,29.1209
sample07851,102095,monocyte,24022,23.5291
sample07851,102095,nk_cell,15458,15.1408
sample07852,96508,b_cell,9804,10.1587
sample07852,96508,cd4_t_cell,30395,31.4948
sample07852,96508,cd8_t_cell,24690,25.5834
sample07852,96508,monocyte,14621,15.15
sample07852,96508,nk_cell,16998,17.613
sample07853,107160,b_cell,6268,5.8492
sample07853,107160,cd4_t_cell,27774,25.9183
sample07853,107160,cd8_t_cell,28107,26.229
sample07853,107160,monocyte,32166,30.0168
sample07853,107160,nk_cell,12845,11.9867
sample07854,105929,b_cell,4662,4.4011
sample07854,105929,cd4_t_cell,39111,36.9219
sample07854,105929,cd8_t_cell,27266,25.7399
sample07854,105929,monocyte,17933,16.9293
sample07854,105929,nk_cell,16957,16.0079
sample07855,92099,b_cell,8819,9.5756
sample07855,92099,cd4_t_cell,29096,31.5921
sample07855,92099,cd8_t_cell,31076,33.742
sample07855,92099,monocyte,15412,16.7342
sample07855,92099,nk_cell,7696,8.3562
sample07856,102841,b_cell,9869,9.5964
sample07856,102841,cd4_t_cell,33664,32.734
sample07856,102841,cd8_t_cell,27063,26.3154
sample07856,102841,monocyte,19655,19.112
sample07856,102841,nk_cell,12590,12.2422
sample07857,109571,b_cell,8110,7.4016
sample07857,109571,cd4_t_cell,34507,31.4928
sample07857,109571,cd8_t_cell,26303,24.0054
sample07857,109571,monocyte,19341,17.6516
sample07857,109571,nk_cell,21310,19.4486
sample07858,100668,b_cell,10811,10.7393
sample07858,100668,cd4_t_cell,24444,24.2818
sample07858,100668,cd8_t_cell,18506,18.3832
sample07858,100668,monocyte,29911,29.7125
sample07858,100668,nk_cell,16996,16.8832
sample07859,108514,b_cell,10331,9.5204
sample07859,108514,cd4_t_cell,26208,24.1517
sample07859,108514,cd8_t_cell,32548,29.9943
sample07859,108514,monocyte,20716,19.0906
sample07859,108514,nk_cell,18711,17.2429
sample07860,98669,b_cell,8937,9.0576
sample07860,98669,cd4_t_cell,27086,27.4514
sample07860,98669,cd8_t_cell,21288,21.5752
sample07860,98669,monocyte,22124,22.4224
sample07860,98669,nk_cell,19234,19.4935
sample07861,103171,b_cell,12380,11.9995
sample07861,103171,cd4_t_cell,25357,24.5776
sample07861,103171,cd8_t_cell,30275,29.3445
sample07861,103171,monocyte,22559,21.8656
sample07861,103171,nk_cell,12600,12.2127
sample07862,100448,b_cell,12296,12.2412
sample07862,100448,cd4_t_cell,31651,31.5098
sample07862,100448,cd8_t_cell,24511,24.4017
sample07862,100448,monocyte,21679,21.5823
sample07862,100448,nk_cell,10311,10.265
sample07863,101918,b_cell,5141,5.0443
sample07863,101918,cd4_t_cell,23278,22.8399
sample07863,101918,cd8_t_cell,36432,35.7464
sample07863,101918,monocyte,21564,21.1582
sample07863,101918,nk_cell,15503,15.2112
sample07864,103827,b_cell,16120,15.5258
sample07864,103827,cd4_t_cell,20779,20.0131
sample07864,103827,cd8_t_cell,28534,27.4823
sample07864,103827,monocyte,17686,17.0341
sample07864,103827,nk_cell,20708,19.9447
sample07865,98842,b_cell,14840,15.0139
sample07865,98842,cd4_t_cell,24799,25.0895
sample07865,98842,cd8_t_cell,23719,23.9969
sample07865,98842,monocyte,15518,15.6998
sample07865,98842,nk_cell,19966,20.1999
sample07866,95296,b_cell,5055,5.3045
sample07866,95296,cd4_t_cell,27986,29.3674
sample07866,95296,cd8_t_cell,25590,26.8532
sample07866,95296,monocyte,18322,19.2264
sample07866,95296,nk_cell,18343,19.2484
sample07867,100977,b_cell,7770,7.6948
sample07867,100977,cd4_t_cell,31753,31.4458
sample07867,100977,cd8_t_cell,22161,21.9466
sample07867,100977,monocyte,17266,17.0989
sample07867,100977,nk_cell,22027,21.8139
sample07868,102902,b_cell,7550,7.3371
sample07868,102902,cd4_t_cell,25073,24.3659
sample07868,102902,cd8_t_cell,28599,27.7925
sample07868,102902,monocyte,25648,24.9247
sample07868,102902,nk_cell,16032,15.5799
sample07869,97839,b_cell,4427,4.5248
sample07869,97839,cd4_t_cell,33965,34.7152
sample07869,97839,cd8_t_cell,24387,24.9256
sample07869,97839,monocyte,19579,20.0114
sample07869,97839,nk_cell,15481,15.8229
sample07870,98011,b_cell,9415,9.6061
sample07870,98011,cd4_t_cell,27010,27.5581
sample07870,98011,cd8_t_cell,24438,24.9339
sample07870,98011,monocyte,16819,17.1603
sample07870,98011,nk_cell,20329,20.7415
sample07871,90886,b_cell,13705,15.0793
sample07871,90886,cd4_t_cell,31618,34.7886
sample07871,90886,cd8_t_cell,15360,16.9003
sample07871,90886,monocyte,17114,18.8302
sample07871,90886,nk_cell,13089,14.4016
sample07872,98198,b_cell,10449,10.6407
sample07872,98198,cd4_t_cell,35033,35.6759
sample07872,98198,cd8_t_cell,25826,26.2999
sample07872,98198,monocyte,15219,15.4983
sample07872,98198,nk_cell,11671,11.8852
sample07873,98847,b_cell,8697,8.7984
sample07873,98847,cd4_t_cell,30760,31.1188
sample07873,98847,cd8_t_cell,25533,25.8308
sample07873,98847,monocyte,13271,13.4258
sample07873,98847,nk_cell,20586,20.8261
sample07874,101362,b_cell,10232,10.0945
sample07874,101362,cd4_t_cell,38237,37.7232
sample07874,101362,cd8_t_cell,23546,23.2296
sample07874,101362,monocyte,19634,19.3702
sample07874,101362,nk_cell,9713,9.5825
sample07875,103925,b_cell,11758,11.3139
sample07875,103925,cd4_t_cell,35055,33.7311
sample07875,103925,cd8_t_cell,29221,28.1174
sample07875,103925,monocyte,17218,16.5677
sample07875,103925,nk_cell,10673,10.2699
sample07876,97977,b_cell,10817,11.0403
sample07876,97977,cd4_t_cell,38434,39.2276
sample07876,97977,cd8_t_cell,17640,18.0042
sample07876,97977,monocyte,15875,16.2028
sample07876,97977,nk_cell,15211,15.5251
sample07877,107683,b_cell,6782,6.2981
sample07877,107683,cd4_t_cell,37385,34.7176
sample07877,107683,cd8_t_cell,25721,23.8859
sample07877,107683,monocyte,17575,16.3211
sample07877,107683,nk_cell,20220,18.7773
sample07878,102807,b_cell,7701,7.4907
sample07878,102807,cd4_t_cell,26027,25.3164
sample07878,102807,cd8_t_cell,27132,26.3912
sample07878,102807,monocyte,26996,26.2589
sample07878,102807,nk_cell,14951,14.5428
sample07879,101459,b_cell,8649,8.5246
sample07879,101459,cd4_t_cell,32061,31.6
sample07879,101459,cd8_t_cell,25237,24.8741
sample07879,101459,monocyte,18487,18.2212
sample07879,101459,nk_cell,17025,16.7802
sample07880,105717,b_cell,12313,11.6471
sample07880,105717,cd4_t_cell,30418,28.773
sample07880,105717,cd8_t_cell,24267,22.9547
sample07880,105717,monocyte,20155,19.0651
sample07880,105717,nk_cell,18564,17.5601
sample07881,99917,b_cell,8647,8.6542
sample07881,99917,cd4_t_cell,28718,28.7419
